,Unnamed: 0,Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,Buy_Signal
1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000019,2025-03-03,1171.25,1206.449951171875,1156.0,1204.0,17944938,,,0
1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000020,2025-03-04,1161.9000244140625,1174.0,1159.550048828125,1162.199951171875,11377373,,,0
1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000021,2025-03-05,1175.5999755859375,1183.0,1157.0,1161.0,8664095,1221.9125,,0
1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000022,2025-03-06,1209.5999755859375,1213.949951171875,1185.1500244140625,1197.0,14468014,1218.4825012207032,,0
1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000023,2025-03-07,1249.800048828125,1254.800048828125,1212.0,1216.0,16474965,1216.895001220703,,0
1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000024,2025-03-10,1238.4000244140625,1258.0,1235.4000244140625,1245.0,11931051,1215.4800048828124,,0
1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000025,2025-03-11,1247.300048828125,1249.5,1229.75,1240.0,10089838,1215.1625061035156,,0
1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000026,2025-03-12,1257.050048828125,1263.0,1244.0,1258.0,11977555,1216.272509765625,,0
1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000027,2025-03-13,1247.9000244140625,1264.1500244140625,1243.8499755859375,1260.050048828125,9505270,1217.8400085449218,,0
1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000000028,2025-03-17,1238.8499755859375,1257.4000244140625,1233.0999755859375,1242.1500244140625,16640917,1218.977508544922,,0
1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000029,2025-03-18,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0,1220.0575073242187,,0
1970-01-01 00:00:00.000000030,1970-01-01 00:00:00.000000030,2025-03-19,1247.1500244140625,1253.25,1238.800048828125,1241.050048828125,16162399,1221.170007324219,,0
1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000031,2025-03-20,1269.1500244140625,1273.0,1250.050048828125,1251.8499755859375,15971477,1223.357507324219,,0
1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000032,2025-03-21,1276.3499755859375,1281.0,1270.0999755859375,1275.0,21780769,1225.802508544922,,0
1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000033,2025-03-24,1302.0999755859375,1306.0,1284.25,1291.0,20299319,1229.2575073242188,,0
1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000034,2025-03-25,1285.449951171875,1307.699951171875,1282.5999755859375,1307.699951171875,13713899,1232.1225036621097,,0
1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000035,2025-03-26,1273.050048828125,1293.800048828125,1268.75,1291.0,12074747,1235.0475036621094,,0
1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000036,2025-03-27,1278.199951171875,1285.0,1271.300048828125,1278.1500244140625,15028056,1238.757501220703,,0
1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000000037,2025-03-28,1275.0999755859375,1295.75,1269.0,1280.0,18147129,1242.1575012207031,,0
1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000038,2025-04-01,1252.5999755859375,1277.9000244140625,1249.300048828125,1264.5999755859375,12099648,1244.7825012207031,,0
1970-01-01 00:00:00.000000039,1970-01-01 00:00:00.000000039,2025-04-02,1251.1500244140625,1255.550048828125,1243.9000244140625,1247.550048828125,10142590,1248.7775024414063,,0
1970-01-01 00:00:00.000000040,1970-01-01 00:00:00.000000040,2025-04-03,1248.699951171875,1251.800048828125,1233.050048828125,1233.050048828125,7434366,1253.117498779297,,0
1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000041,2025-04-04,1204.699951171875,1245.449951171875,1193.1500244140625,1241.0999755859375,17908652,1254.5724975585938,,0
1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000042,2025-04-07,1165.699951171875,1171.25,1114.8499755859375,1132.199951171875,22156106,1252.3774963378903,,0
1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000043,2025-04-08,1182.199951171875,1196.5999755859375,1163.300048828125,1172.0,19555040,1248.997491455078,,0
1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000044,2025-04-09,1185.3499755859375,1189.800048828125,1168.0,1169.5,10223104,1246.344989013672,,0
1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000045,2025-04-11,1218.949951171875,1222.6500244140625,1195.1500244140625,1195.1500244140625,11224242,1244.9274841308593,,0
1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000046,2025-04-15,1240.0999755859375,1251.0,1237.0999755859375,1251.0,13378535,1244.07998046875,,0
1970-01-01 00:00:00.000000047,1970-01-01 00:00:00.000000047,2025-04-16,1239.300048828125,1240.9000244140625,1229.0,1234.0999755859375,8248464,1243.6499816894532,,0
1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000000048,2025-04-17,1274.5,1280.199951171875,1227.5999755859375,1240.199951171875,15398401,1245.4324829101563,,0
1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000049,2025-04-21,1295.5,1300.9000244140625,1267.0,1270.0,10429964,1248.2649841308594,,0
1970-01-01 00:00:00.000000050,1970-01-01 00:00:00.000000050,2025-04-22,1291.199951171875,1303.9000244140625,1286.300048828125,1300.0,13051707,1250.46748046875,,0
1970-01-01 00:00:00.000000051,1970-01-01 00:00:00.000000051,2025-04-23,1300.0,1306.0,1285.4000244140625,1297.0,10480888,1252.0099792480469,1238.4499951171874,1
1970-01-01 00:00:00.000000052,1970-01-01 00:00:00.000000052,2025-04-24,1301.5999755859375,1304.5,1290.300048828125,1292.4000244140625,10468940,1253.272479248047,1238.9179956054688,1
1970-01-01 00:00:00.000000053,1970-01-01 00:00:00.000000053,2025-04-25,1300.4000244140625,1325.199951171875,1288.0999755859375,1303.5,14431012,1253.187481689453,1239.2949951171877,1
1970-01-01 00:00:00.000000054,1970-01-01 00:00:00.000000054,2025-04-28,1368.800048828125,1374.5999755859375,1320.199951171875,1340.0,31104496,1257.3549865722655,1241.3369970703125,1
1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000055,2025-04-29,1399.699951171875,1410.9000244140625,1370.0,1371.0,32538970,1263.687481689453,1244.2579956054688,1
1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000056,2025-04-30,1405.0,1412.4000244140625,1369.0,1402.0,25480745,1270.0274841308594,1247.66099609375,1
1970-01-01 00:00:00.000000057,1970-01-01 00:00:00.000000057,2025-05-02,1419.800048828125,1426.699951171875,1409.0999755859375,1414.0,13007841,1277.2624877929688,1251.72599609375,1
1970-01-01 00:00:00.000000058,1970-01-01 00:00:00.000000058,2025-05-05,1431.300048828125,1439.5,1426.9000244140625,1431.0,12685649,1286.197491455078,1256.0299975585938,1
1970-01-01 00:00:00.000000059,1970-01-01 00:00:00.000000059,2025-05-06,1420.9000244140625,1432.0,1410.5999755859375,1431.0,14084117,1294.684991455078,1260.102998046875,1
1970-01-01 00:00:00.000000060,1970-01-01 00:00:00.000000060,2025-05-07,1406.0,1424.4000244140625,1402.699951171875,1420.9000244140625,13440169,1302.5499938964845,1263.7249975585937,1
1970-01-01 00:00:00.000000061,1970-01-01 00:00:00.000000061,2025-05-08,1407.0,1420.800048828125,1398.0,1404.0999755859375,16106175,1312.664996337891,1267.3569970703124,1
1970-01-01 00:00:00.000000062,1970-01-01 00:00:00.000000062,2025-05-09,1377.199951171875,1394.800048828125,1374.5,1385.5,13668904,1323.2399963378907,1270.3519970703126,1
1970-01-01 00:00:00.000000063,1970-01-01 00:00:00.000000063,2025-05-12,1436.5,1439.0,1400.0,1400.0,10674081,1335.9549987792968,1274.4219970703125,1
1970-01-01 00:00:00.000000064,1970-01-01 00:00:00.000000064,2025-05-13,1415.699951171875,1447.699951171875,1412.4000244140625,1433.5,11407896,1347.4724975585937,1278.1729956054687,1
1970-01-01 00:00:00.000000065,1970-01-01 00:00:00.000000065,2025-05-14,1424.4000244140625,1429.9000244140625,1415.5,1420.0,5570160,1357.7450012207032,1282.3699951171875,1
1970-01-01 00:00:00.000000066,1970-01-01 00:00:00.000000066,2025-05-15,1454.199951171875,1461.4000244140625,1412.699951171875,1425.0,20177211,1368.45,1287.373994140625,1
1970-01-01 00:00:00.000000067,1970-01-01 00:00:00.000000067,2025-05-16,1456.4000244140625,1461.0,1447.300048828125,1453.199951171875,9036695,1379.304998779297,1292.3599951171875,1
1970-01-01 00:00:00.000000068,1970-01-01 00:00:00.000000068,2025-05-19,1440.800048828125,1454.5999755859375,1438.199951171875,1452.0999755859375,6195791,1387.6200012207032,1297.1739965820314,1
1970-01-01 00:00:00.000000069,1970-01-01 00:00:00.000000069,2025-05-20,1424.5999755859375,1445.0,1421.800048828125,1438.199951171875,11270560,1394.075,1302.24099609375,1
1970-01-01 00:00:00.000000070,1970-01-01 00:00:00.000000070,2025-05-21,1429.199951171875,1436.199951171875,1418.0999755859375,1423.9000244140625,6136364,1400.975,1307.5869946289065,1
1970-01-01 00:00:00.000000071,1970-01-01 00:00:00.000000071,2025-05-22,1409.4000244140625,1423.800048828125,1396.9000244140625,1421.199951171875,12134466,1406.445001220703,1312.2629956054689,1
1970-01-01 00:00:00.000000072,1970-01-01 00:00:00.000000072,2025-05-23,1426.800048828125,1433.800048828125,1406.5999755859375,1406.5999755859375,6474883,1412.7050048828123,1316.6069970703124,1
1970-01-01 00:00:00.000000073,1970-01-01 00:00:00.000000073,2025-05-26,1434.800048828125,1441.0,1425.0999755859375,1432.0,4842944,1419.4250061035157,1320.3069970703125,1
1970-01-01 00:00:00.000000074,1970-01-01 00:00:00.000000074,2025-05-27,1422.0999755859375,1437.0,1413.9000244140625,1426.0999755859375,12640414,1422.0900024414063,1323.98099609375,1
1970-01-01 00:00:00.000000075,1970-01-01 00:00:00.000000075,2025-05-28,1412.9000244140625,1422.5999755859375,1410.699951171875,1420.0999755859375,5944611,1422.7500061035155,1327.2929956054688,1
1970-01-01 00:00:00.000000076,1970-01-01 00:00:00.000000076,2025-05-29,1417.800048828125,1420.0,1408.5999755859375,1412.0999755859375,13771917,1423.3900085449218,1330.5079956054688,1
1970-01-01 00:00:00.000000077,1970-01-01 00:00:00.000000077,2025-05-30,1420.9000244140625,1430.5999755859375,1409.699951171875,1418.0,13788484,1423.4450073242188,1333.9679956054688,1
1970-01-01 00:00:00.000000078,1970-01-01 00:00:00.000000078,2025-06-02,1413.699951171875,1417.5,1395.5999755859375,1412.0999755859375,8098668,1422.5650024414062,1337.4649951171875,1
1970-01-01 00:00:00.000000079,1970-01-01 00:00:00.000000079,2025-06-03,1405.5,1426.5,1403.4000244140625,1422.300048828125,11252626,1421.7950012207032,1340.7979956054687,1
1970-01-01 00:00:00.000000080,1970-01-01 00:00:00.000000080,2025-06-04,1423.5,1425.699951171875,1406.0999755859375,1414.699951171875,8126827,1422.6700012207032,1344.3249951171874,1
1970-01-01 00:00:00.000000081,1970-01-01 00:00:00.000000081,2025-06-05,1442.4000244140625,1454.699951171875,1423.5999755859375,1428.0,13716817,1424.4400024414062,1347.7899951171876,1
1970-01-01 00:00:00.000000082,1970-01-01 00:00:00.000000082,2025-06-06,1443.5,1451.5,1437.0,1441.0,8182161,1427.7550048828125,1351.1329956054688,1
1970-01-01 00:00:00.000000083,1970-01-01 00:00:00.000000083,2025-06-09,1448.800048828125,1457.5,1445.300048828125,1457.0,7885125,1428.3700073242187,1354.0669970703125,1
1970-01-01 00:00:00.000000084,1970-01-01 00:00:00.000000084,2025-06-10,1438.5,1453.9000244140625,1436.0,1450.0,7913181,1429.510009765625,1357.127998046875,1
1970-01-01 00:00:00.000000085,1970-01-01 00:00:00.000000085,2025-06-11,1448.9000244140625,1468.5999755859375,1443.0999755859375,1445.800048828125,8195700,1430.735009765625,1360.6449975585938,1
1970-01-01 00:00:00.000000086,1970-01-01 00:00:00.000000086,2025-06-12,1441.5999755859375,1457.0,1434.4000244140625,1453.5,8828114,1430.105010986328,1363.912998046875,1
1970-01-01 00:00:00.000000087,1970-01-01 00:00:00.000000087,2025-06-13,1427.9000244140625,1435.5,1414.300048828125,1424.0,9757276,1428.6800109863282,1366.9689990234374,1
1970-01-01 00:00:00.000000088,1970-01-01 00:00:00.000000088,2025-06-16,1437.800048828125,1442.4000244140625,1424.4000244140625,1426.9000244140625,8458093,1428.530010986328,1370.673000488281,1
1970-01-01 00:00:00.000000089,1970-01-01 00:00:00.000000089,2025-06-17,1431.199951171875,1448.0,1425.800048828125,1448.0,10366599,1428.860009765625,1374.2739990234377,1
1970-01-01 00:00:00.000000090,1970-01-01 00:00:00.000000090,2025-06-18,1430.0999755859375,1442.800048828125,1425.699951171875,1430.0,6681735,1428.905010986328,1377.9019995117187,1
1970-01-01 00:00:00.000000091,1970-01-01 00:00:00.000000091,2025-06-19,1433.300048828125,1439.9000244140625,1425.699951171875,1430.0999755859375,10007230,1430.100012207031,1382.4740014648437,1
1970-01-01 00:00:00.000000092,1970-01-01 00:00:00.000000092,2025-06-20,1466.199951171875,1471.0,1428.0999755859375,1431.0,29010635,1432.0700073242188,1388.4840014648437,1
1970-01-01 00:00:00.000000093,1970-01-01 00:00:00.000000093,2025-06-23,1456.800048828125,1463.800048828125,1442.0,1453.0,5989078,1433.170007324219,1393.9760034179687,1
1970-01-01 00:00:00.000000094,1970-01-01 00:00:00.000000094,2025-06-24,1450.800048828125,1475.0,1443.0999755859375,1465.0,16402744,1434.605010986328,1399.2850048828125,1
1970-01-01 00:00:00.000000095,1970-01-01 00:00:00.000000095,2025-06-25,1467.300048828125,1472.4000244140625,1460.5,1464.0,7525851,1437.3250122070312,1404.2520068359374,1
1970-01-01 00:00:00.000000096,1970-01-01 00:00:00.000000096,2025-06-26,1495.300048828125,1498.800048828125,1465.0999755859375,1469.0999755859375,14657893,1441.2000122070312,1409.3560083007812,1
1970-01-01 00:00:00.000000097,1970-01-01 00:00:00.000000097,2025-06-27,1515.4000244140625,1522.0,1496.9000244140625,1499.4000244140625,11117052,1445.9250122070312,1414.8780078125,1
1970-01-01 00:00:00.000000098,1970-01-01 00:00:00.000000098,2025-06-30,1500.5999755859375,1524.800048828125,1496.0,1513.800048828125,8409527,1450.2700134277345,1419.400007324219,1
1970-01-01 00:00:00.000000099,1970-01-01 00:00:00.000000099,2025-07-01,1528.4000244140625,1531.4000244140625,1500.0999755859375,1500.5999755859375,10368523,1456.4150146484376,1424.0580078125,1
1970-01-01 00:00:00.000000100,1970-01-01 00:00:00.000000100,2025-07-02,1518.800048828125,1530.0,1508.699951171875,1528.4000244140625,6361002,1461.1800170898437,1428.610009765625,1
1970-01-01 00:00:00.000000101,1970-01-01 00:00:00.000000101,2025-07-03,1517.800048828125,1531.9000244140625,1513.0,1520.800048828125,11283291,1464.950018310547,1432.9660107421876,1
1970-01-01 00:00:00.000000102,1970-01-01 00:00:00.000000102,2025-07-04,1527.300048828125,1530.0,1517.199951171875,1524.0,6603501,1469.1400207519532,1437.4800122070312,1
1970-01-01 00:00:00.000000103,1970-01-01 00:00:00.000000103,2025-07-07,1541.5,1544.800048828125,1525.0,1526.5999755859375,7251074,1473.7750183105468,1442.30201171875,1
1970-01-01 00:00:00.000000104,1970-01-01 00:00:00.000000104,2025-07-08,1537.5999755859375,1544.9000244140625,1530.199951171875,1536.0,7171261,1478.7300170898438,1445.6780102539062,1
1970-01-01 00:00:00.000000105,1970-01-01 00:00:00.000000105,2025-07-09,1519.0,1551.0,1510.0999755859375,1536.699951171875,8870660,1482.2350158691406,1448.0640112304689,1
1970-01-01 00:00:00.000000106,1970-01-01 00:00:00.000000106,2025-07-10,1517.199951171875,1524.699951171875,1507.5,1519.699951171875,10047129,1486.0150146484375,1450.3080102539063,1
1970-01-01 00:00:00.000000107,1970-01-01 00:00:00.000000107,2025-07-11,1495.199951171875,1515.0,1490.300048828125,1512.0,7234991,1489.3800109863282,1451.8160083007813,1
1970-01-01 00:00:00.000000108,1970-01-01 00:00:00.000000108,2025-07-14,1483.699951171875,1500.0,1479.0999755859375,1492.199951171875,10311846,1491.6750061035157,1452.8640063476562,1
1970-01-01 00:00:00.000000109,1970-01-01 00:00:00.000000109,2025-07-15,1485.4000244140625,1496.5,1482.4000244140625,1486.199951171875,8132454,1494.385009765625,1454.154006347656,1
1970-01-01 00:00:00.000000110,1970-01-01 00:00:00.000000110,2025-07-16,1485.5999755859375,1491.0,1471.5,1473.0,10409983,1497.160009765625,1455.746005859375,1
1970-01-01 00:00:00.000000111,1970-01-01 00:00:00.000000111,2025-07-17,1476.4000244140625,1489.5999755859375,1473.9000244140625,1487.4000244140625,11854613,1499.315008544922,1457.1340063476562,1
1970-01-01 00:00:00.000000112,1970-01-01 00:00:00.000000112,2025-07-18,1476.0,1484.800048828125,1469.0999755859375,1484.800048828125,10296318,1499.8050109863282,1459.1100073242187,1
1970-01-01 00:00:00.000000113,1970-01-01 00:00:00.000000113,2025-07-21,1428.5999755859375,1476.0,1423.0999755859375,1465.0,22442744,1498.3950073242188,1458.9520068359377,1
1970-01-01 00:00:00.000000114,1970-01-01 00:00:00.000000114,2025-07-22,1412.800048828125,1431.9000244140625,1410.699951171875,1427.4000244140625,20396320,1496.4950073242187,1458.8940087890626,1
1970-01-01 00:00:00.000000115,1970-01-01 00:00:00.000000115,2025-07-23,1424.5999755859375,1426.0,1414.4000244140625,1426.0,8354596,1494.3600036621094,1458.8980078125,1
1970-01-01 00:00:00.000000116,1970-01-01 00:00:00.000000116,2025-07-24,1402.9000244140625,1423.0,1396.0,1419.199951171875,14740507,1489.7400024414062,1457.8720092773438,1
1970-01-01 00:00:00.000000117,1970-01-01 00:00:00.000000117,2025-07-25,1391.699951171875,1401.0,1384.0999755859375,1398.9000244140625,11854722,1483.554998779297,1456.5780078125,1
1970-01-01 00:00:00.000000118,1970-01-01 00:00:00.000000118,2025-07-28,1387.5999755859375,1407.800048828125,1385.0,1392.300048828125,7748361,1477.9049987792969,1455.5140063476565,1
1970-01-01 00:00:00.000000119,1970-01-01 00:00:00.000000119,2025-07-29,1417.0999755859375,1420.199951171875,1383.0,1383.0,10750072,1472.3399963378906,1455.3640063476562,1
1970-01-01 00:00:00.000000120,1970-01-01 00:00:00.000000120,2025-07-30,1410.0999755859375,1423.300048828125,1401.300048828125,1418.0999755859375,7209849,1466.9049926757812,1454.9820068359377,1
1970-01-01 00:00:00.000000121,1970-01-01 00:00:00.000000121,2025-07-31,1390.199951171875,1402.5999755859375,1382.199951171875,1388.0999755859375,17065827,1460.524987792969,1454.5980053710937,1
1970-01-01 00:00:00.000000122,1970-01-01 00:00:00.000000122,2025-08-01,1393.699951171875,1405.9000244140625,1384.300048828125,1386.9000244140625,10321171,1453.8449829101562,1453.9360034179688,0
1970-01-01 00:00:00.000000123,1970-01-01 00:00:00.000000123,2025-08-04,1411.5,1416.0999755859375,1391.699951171875,1395.0999755859375,6312820,1447.3449829101562,1453.4700024414062,0
1970-01-01 00:00:00.000000124,1970-01-01 00:00:00.000000124,2025-08-05,1391.699951171875,1411.0,1388.0999755859375,1411.0,9314524,1440.049981689453,1452.862001953125,0
