Date,Open,High,Low,Close,Volume,RSI_14,Buy_Signal,Position,Market_Return,Strategy_Return,Total_Market_Return,Total_Strategy_Return
2025-04-21,3281.201171875,3313.20701075186,3244.15726522527,3250.084290289227,2432946,32.654341009252775,Hold,0.0,0.013742048589272748,0.0,0.8014079141655894,0.992593557844833
2025-04-22,3274.088623046875,3293.3514549412,3254.924671374364,3282.18908375484,2710498,35.820665373344184,Hold,0.0,0.009878141795133466,0.0,0.8093243351774593,0.992593557844833
2025-04-23,3371.489501953125,3379.293321999538,3296.7102488988207,3324.0733003434707,3543923,36.20755330529932,Hold,0.0,0.012761061450096367,0.0,0.8196521727517172,0.992593557844833
2025-04-24,3360.228271484375,3370.9956041985065,3346.497184979893,3359.734352714529,2252175,41.37342291454456,Hold,0.0,0.010728118530771713,0.0,0.8284454984150021,0.992593557844833
2025-04-25,3406.06396484375,3435.5015728669696,3363.5869490408845,3378.404512693047,2742991,43.704304440925,Hold,0.0,0.005557034580258691,0.0,0.833049198697554,0.992593557844833
2025-04-28,3401.618408203125,3415.7445325916697,3363.5866647108005,3393.2217895100143,1593296,47.04265704066801,Hold,0.0,0.004385880009719845,0.0,0.8367028525252348,0.992593557844833
2025-04-29,3430.265869140625,3452.492213865078,3388.6778120988047,3412.9787121327167,1578332,55.51048246819352,Hold,0.0,0.005822467215016669,0.0,0.841574527452774,0.992593557844833
2025-04-30,3411.694580078125,3467.2110034862103,3325.061273098265,3429.772055911222,2809332,81.37655219648715,Sell,-1.0,0.004920436133635242,0.0,0.8457154411667995,0.992593557844833
2025-05-02,3389.270751953125,3449.034925807151,3378.40453852512,3429.772092912052,1721761,71.74667312056023,Hold,0.0,1.0788130833105924e-08,-1.0788130833105924e-08,0.8457154502904883,0.9925935471366039
2025-05-05,3412.287353515625,3461.8767511097926,3404.4832920390604,3408.0396037462647,1284443,75.51517896543369,Hold,0.0,-0.006336423697276938,-0.0,0.8403566388701145,0.9925935471366039
2025-05-06,3417.91796875,3430.759857071893,3395.1977047958817,3417.91796875,1324763,74.19449510423178,Hold,0.0,0.002898547596945855,0.0,0.842792452586289,0.9925935471366039
2025-05-07,3403.19921875,3417.4239829127787,3378.997198925932,3378.997198925932,1477128,64.47659356345102,Hold,0.0,-0.011387274410890047,-0.0,0.8331953436572619,0.9925935471366039
2025-05-08,3406.952880859375,3434.7112128994936,3386.998610284149,3406.063923519544,2543591,80.45740162294166,Hold,0.0,0.008010283229064497,0.0,0.8398694743450943,0.9925935471366039
2025-05-09,3398.45751953125,3404.285664518617,3356.770823792964,3357.659781105859,2531757,70.50491189331566,Hold,0.0,-0.014211166760390137,-0.0,0.827933949188215,0.9925935471366039
2025-05-12,3576.366943359375,3586.344199009816,3459.604594038759,3462.370587392757,2228678,74.6614491863078,Hold,0.0,0.03118565105259452,0.0,0.8537536084221952,0.9925935471366039
2025-05-13,3472.2490234375,3578.935479918652,3467.803754417452,3576.3670057941126,3062887,78.71189729734135,Hold,0.0,0.03292438389363683,0.0,0.8818629199764653,0.9925935471366039
2025-05-14,3505.5390625,3517.689512589028,3465.9269214811093,3478.176010622288,2119499,63.551076755197286,Hold,0.0,-0.027455514216730093,-0.0,0.8576509200398443,0.9925935471366039
2025-05-15,3536.359619140625,3556.21525075921,3471.360099994329,3520.653098251618,3548330,63.98282933964983,Hold,0.0,0.012212460640176337,0.0,0.868124948143842,0.9925935471366039
2025-05-16,3517.98583984375,3550.1891985825587,3502.970757638989,3550.1891985825587,1666727,64.65035925838285,Hold,0.0,0.008389381034333843,0.0,0.875407979119232,0.9925935471366039
2025-05-19,3476.002685546875,3506.823167687793,3461.0862426467947,3506.823167687793,2537377,59.23843461646824,Hold,0.0,-0.012215132340574919,-0.0,0.8647147548022953,0.9925935471366039
2025-05-20,3455.752197265625,3514.726051583229,3451.5044475075333,3488.8447556489973,2038374,56.18757282033871,Hold,0.0,-0.0051266947830306275,-0.0,0.8602816261800408,0.9925935471366039
2025-05-21,3482.917724609375,3493.9814570703943,3455.752191652226,3465.334167770128,1440153,52.86898132799524,Hold,0.0,-0.006738788775511484,-0.0,0.85448437001376,0.9925935471366039
2025-05-22,3434.711181640625,3455.2582510362627,3409.323804689904,3452.492257645667,2034383,51.79574576546158,Hold,0.0,-0.0037058215752752144,-0.0,0.8513178033996276,0.9925935471366039
2025-05-23,3471.853759765625,3492.005548214681,3423.44972246364,3434.710973449065,1274331,52.121288550023934,Hold,0.0,-0.005150274894092699,-0.0,0.8469332826898843,0.9925935471366039
2025-05-26,3494.27783203125,3501.884132971573,3467.408698765696,3478.176031648211,967470,54.54952034853976,Hold,0.0,0.012654647955865572,0.0,0.8576509252244304,0.9925935471366039
2025-05-27,3456.147216796875,3496.944956186642,3440.737095591024,3489.042255720683,2467680,58.67600778484724,Hold,0.0,0.003124115620831036,0.0,0.8603303258771443,0.9925935471366039
2025-05-28,3455.159423828125,3486.078788034464,3450.516635478714,3477.1882498955265,1222933,55.745293385039055,Hold,0.0,-0.003397495632424752,-0.0,0.8574073573525341,0.9925935471366039
2025-05-29,3455.5546875,3489.536203315723,3444.0956752612224,3462.0742707354857,3188072,58.91381837628058,Hold,0.0,-0.004346609407901547,-0.0,0.8536805424666616,0.9925935471366039
2025-05-30,3421.276611328125,3464.050027191762,3411.1020770923456,3447.5531876798154,3404365,48.504800774517065,Hold,0.0,-0.004194330311864003,-0.0,0.8500999242907452,0.9925935471366039
2025-06-02,3407.842041015625,3417.91793582919,3377.0215575741954,3408.039560292111,1877585,30.009394988763773,Hold,0.0,-0.01146135396225656,-0.0,0.8403566281551614,0.9925935471366039
2025-06-03,3363.784423828125,3431.2537776661225,3359.1416355127826,3404.088244663152,2848125,38.66385447571477,Hold,0.0,-0.001159410141536088,-0.0,0.8393823101579713,0.9925935471366039
2025-06-04,3369.465087890625,3383.3182215676084,3358.6020509863906,3377.5377895527827,2544807,26.980010507725453,Buy,1.0,-0.00779957897742356,-0.0,0.832835481537642,0.9925935471366039
2025-06-05,3359.6982421875,3397.4699581243544,3352.3231247435624,3397.4699581243544,3584683,24.65208361325564,Hold,0.0,0.0059013902474236435,0.0059013902474236435,0.8377503687260965,0.9984512290153315
2025-06-06,3372.75390625,3379.4311968394054,3347.340152378988,3359.698359073828,2070390,25.11855952659548,Hold,0.0,-0.011117566752931296,-0.0,0.8284366230794914,0.9984512290153315
2025-06-09,3410.326416015625,3422.3855889462,3379.431263640164,3388.500583115049,1718678,33.62933330205446,Hold,0.0,0.008572860109132163,0.0,0.8355386943584338,0.9984512290153315
2025-06-10,3451.187744140625,3474.010438158552,3411.622065434572,3428.365293437595,2419874,44.27424418200992,Hold,0.0,0.011764705168177514,0.0,0.8453685607541647,0.9984512290153315
2025-06-11,3460.1572265625,3477.1994881899896,3437.434535479036,3458.2637500771752,2847013,50.84903308517566,Hold,0.0,0.008720907511463372,0.0,0.8527409417856007,0.9984512290153315
2025-06-12,3422.584716796875,3462.947736714505,3411.6219212636915,3460.1571582794445,4060134,53.92690079412782,Hold,0.0,0.000547502544369749,0.0,0.8532078196209165,0.9984512290153315
2025-06-13,3434.0458984375,3438.8297125316194,3381.723464034396,3381.723464034396,2178493,36.56525799088438,Hold,0.0,-0.022667668159919496,-0.0,0.8338675878943012,0.9984512290153315
2025-06-16,3484.474853515625,3497.131850878911,3414.6118485958773,3428.365222862198,1934088,42.314352394289706,Hold,0.0,0.013792304227075558,0.0,0.845368543351637,0.9984512290153315
2025-06-17,3503.41064453125,3508.094699586469,3476.302688697425,3498.128521462644,2111940,52.31306630679847,Hold,0.0,0.020348852606258738,0.0,0.8625708232382672,0.9984512290153315
2025-06-18,3439.7265625,3526.033760927228,3431.4548294482115,3507.19778191584,2696327,55.05181346288183,Hold,0.0,0.002592603558603468,0.0,0.8648071274241422,0.9984512290153315
2025-06-19,3412.41943359375,3439.3281148750093,3401.4566375162,3438.331497049777,2672768,49.079583891467855,Hold,0.0,-0.019635700393390465,-0.0,0.8478260337719731,0.9984512290153315
2025-06-20,3424.07958984375,3434.643835427168,3399.3634207293467,3413.415828473248,2351248,50.55271107364213,Hold,0.0,-0.007246441652850488,-0.0,0.8416823118864768,0.9984512290153315
2025-06-23,3382.122314453125,3413.416016519491,3358.6020366921707,3403.4498383690693,3123421,49.93516993117844,Hold,0.0,-0.0029196530997034342,-0.0,0.8392248915156119,0.9984512290153315
2025-06-24,3378.932861328125,3430.4581957754644,3370.561369209563,3422.983562342859,3403048,54.681730961395566,Hold,0.0,0.005739389414110008,0.0,0.8440415299740341,0.9984512290153315
2025-06-25,3433.14892578125,3438.331289496645,3388.5004012430704,3395.775759591069,1757699,49.8280447981311,Hold,0.0,-0.00794856365981722,-0.0,0.837332612141506,0.9984512290153315
2025-06-26,3430.1591796875,3439.7265645422617,3403.748808087712,3433.149033076155,2879106,57.461018263009926,Hold,0.0,0.011005813142852094,0.0,0.8465481384091517,0.9984512290153315
2025-06-27,3429.461669921875,3454.675906058565,3419.395732636828,3443.3145602623845,1778433,55.78703586786227,Hold,0.0,0.0029609921061659605,0.0,0.8490547607644706,0.9984512290153315
2025-06-30,3450.290771484375,3453.180865734764,3418.399002366091,3428.2654211111044,1468351,49.98887284078656,Hold,0.0,-0.0043705385865568935,-0.0,0.8453439341704496,0.9984512290153315
2025-07-01,3418.10009765625,3473.213111911396,3401.9549375924103,3443.3145772321013,2375183,48.27745924339754,Hold,0.0,0.00438972899482204,0.0,0.8490547649488746,0.9984512290153315
2025-07-02,3411.7216796875,3478.0962775498906,3408.4327923652227,3475.4054582188955,3090585,51.64269160772698,Hold,0.0,0.009319764508007866,0.0,0.8569677554126001,0.9984512290153315
2025-07-03,3389.2978515625,3423.6811655474544,3386.108723276149,3418.3990425621496,2531870,54.14227798117118,Hold,0.0,-0.016402810072687513,-0.0,0.8429110760821499,0.9984512290153315
2025-07-04,3408.233642578125,3415.409242162467,3378.6341422209043,3396.473503732036,1109320,46.18503642197219,Hold,0.0,-0.006413978753539551,-0.0,0.8375046623490358,0.9984512290153315
2025-07-07,3400.160888671875,3414.5123309346973,3396.8720012794643,3406.738663456697,1639174,37.25328000439894,Hold,0.0,0.003022299368265813,0.0,0.8400358521609729,0.9984512290153315
2025-07-08,3394.679443359375,3413.415906340367,3381.922687075622,3393.483550682905,2325242,34.32261651218559,Hold,0.0,-0.003890851069962231,-0.0,0.8367673977667858,0.9984512290153315
2025-07-09,3372.355224609375,3402.4530322953497,3355.611997580095,3398.4665612557537,2034938,43.328857034983045,Hold,0.0,0.0014684056953351288,0.0,0.8379961117793373,0.9984512290153315
2025-07-10,3370.561279296875,3387.5037812921582,3344.6492174217365,3368.5680437680185,3035012,42.61811640225224,Hold,0.0,-0.008797649454196033,-0.0,0.8306237157439235,0.9984512290153315
2025-07-11,3254.95361328125,3323.7202389139525,3250.070283569519,3288.738858113972,7635550,34.64922118141492,Hold,0.0,-0.02369825534672909,-0.0,0.8109393828311751,0.9984512290153315
2025-07-14,3211.800048828125,3260.933353706794,3189.1768740408747,3254.953647067968,3924009,28.34018095874289,Hold,0.0,-0.010272999013785866,-0.0,0.8026086033511103,0.9984512290153315
2025-07-15,3241.300048828125,3248.375889064686,3195.156597032704,3195.156597032704,2590889,26.14364331476547,Hold,0.0,-0.018371091118034366,-0.0,0.7878638075668287,0.9984512290153315
2025-07-16,3233.10009765625,3244.89990234375,3220.60009765625,3227.0,2540733,25.15937370173603,Hold,0.0,0.009966147824137517,0.0,0.7957157747383276,0.9984512290153315
2025-07-17,3209.199951171875,3242.0,3204.10009765625,3224.10009765625,2947640,23.11424299656595,Hold,0.0,-0.0008986372307870916,-0.0,0.795000714918023,0.9984512290153315
2025-07-18,3189.89990234375,3228.800048828125,3187.0,3225.0,3432645,24.17398629040632,Hold,0.0,0.00027911737120200897,0.0,0.7952226134276746,0.9984512290153315
2025-07-21,3158.199951171875,3197.60009765625,3152.0,3190.0,3844346,19.367924452385974,Hold,0.0,-0.010852713178294615,-0.0,0.7865922904912502,0.9984512290153315
2025-07-22,3159.60009765625,3180.10009765625,3154.60009765625,3159.60009765625,3198036,11.654404517004238,Hold,0.0,-0.009529749951018851,-0.0,0.7790962626494694,0.9984512290153315
2025-07-23,3179.10009765625,3182.0,3157.60009765625,3159.60009765625,1922875,13.527036225071583,Hold,0.0,0.0,0.0,0.7790962626494694,0.9984512290153315
2025-07-24,3148.0,3173.699951171875,3140.0,3165.10009765625,2934778,15.809212522716322,Hold,0.0,0.001740726620460542,0.0,0.7804524562537647,0.9984512290153315
2025-07-25,3135.800048828125,3156.89990234375,3125.60009765625,3140.0,2568917,12.238782911232349,Hold,0.0,-0.00793026978035749,-0.0,0.7742632577249297,0.9984512290153315
2025-07-28,3079.300048828125,3118.0,3069.89990234375,3110.0,3374473,11.684803470029834,Hold,0.0,-0.009554140127388533,-0.0,0.7668658380651373,0.9984512290153315
2025-07-29,3056.0,3074.0,3041.199951171875,3060.0,4785312,9.21629424784922,Hold,0.0,-0.01607717041800638,-0.0,0.7545368052988168,0.9984512290153315
2025-07-30,3053.60009765625,3069.0,3047.199951171875,3060.0,2880121,9.931916125418496,Hold,0.0,0.0,0.0,0.7545368052988168,0.9984512290153315
2025-07-31,3036.800048828125,3059.800048828125,3015.0,3041.699951171875,2968371,11.820800287710895,Hold,0.0,-0.005980408113766322,-0.0,0.7500243672662724,0.9984512290153315
2025-08-01,3003.0,3036.800048828125,3000.0,3029.89990234375,2053847,12.68264914894212,Hold,0.0,-0.0038794256558997153,-0.0,0.7471147034933497,0.9984512290153315
2025-08-04,3074.39990234375,3079.39990234375,2991.60009765625,3009.10009765625,2519252,14.566485980629082,Hold,0.0,-0.006864848792994982,-0.0,0.7419858740228447,0.9984512290153315
2025-08-05,3063.89990234375,3077.5,3042.0,3074.39990234375,1927543,24.22291395513413,Hold,0.0,0.021700775171408004,0.0,0.758087542655375,0.9984512290153315
