Price,Close,High,Low,Open,Volume,RSI,SMA20
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,
Date,,,,,,,
2025-02-01,4023.610595703125,4085.5974046676292,4006.6692774506637,4062.9760202550738,437172,,
2025-02-03,4019.165283203125,4027.4138234847605,3950.066092547816,3981.874414467155,1265713,,
2025-02-04,4057.09814453125,4068.754917393804,4016.597044877319,4034.03228171527,2547132,,
2025-02-05,4041.34228515625,4099.525820208286,4026.4258417274636,4099.525820208286,1693912,,
2025-02-06,4033.09375,4089.1535308615516,4002.2732667297546,4055.468173998699,2284536,,
2025-02-07,3980.392578125,4040.2556308848625,3959.2529507546524,4040.2556308848625,1548940,,
2025-02-10,3987.850830078125,4002.7178337412574,3965.5258456983292,3990.8637829009576,1339511,,
2025-02-11,3915.343505859375,3990.863637094394,3906.8974467099824,3969.526249892905,1810908,,
2025-02-12,3902.1064453125,3972.83571115218,3892.228069702002,3922.801835153518,1678002,,
2025-02-13,3862.593017578125,3935.989398017966,3854.789197163407,3919.739518058658,2277310,,
2025-02-14,3886.992431640625,3899.982398124333,3852.56619875504,3877.2621359265468,1681975,,
2025-02-17,3857.01171875,3886.152926511077,3809.299116791676,3809.5955162912987,1799806,,
2025-02-18,3826.092529296875,3876.669765987123,3817.4983904443516,3850.9859884863977,2149879,,
2025-02-19,3738.076171875,3827.82106864859,3722.319970005145,3825.1045153843083,4366672,16.416839863708915,
2025-02-20,3733.43310546875,3741.928604788681,3705.675015273267,3715.7509099558138,2888572,16.23947404150792,
2025-02-21,3739.953125,3770.5760903658215,3729.0869114830957,3730.173629303301,1833931,17.671299403150968,
2025-02-24,3630.895751953125,3717.4301755985084,3625.3637652705784,3697.6239847229253,2508516,7.630399273826953,
2025-02-25,3585.40576171875,3613.5096912637337,3577.2066619706934,3580.911052714881,4101954,7.204480852979003,
2025-02-27,3568.612548828125,3593.752965954935,3556.9065775254853,3567.772790451682,3823856,7.090741371416456,
2025-02-28,3440.88525390625,3556.215291484246,3414.954517405844,3541.348287656423,7085018,6.227488023985302,3841.4977416992188
2025-03-03,3450.56591796875,3480.398563015721,3433.871319078812,3442.6137776512555,4990439,6.564442242674119,3812.8455078125
2025-03-04,3489.091796875,3507.811270911589,3422.1658003657744,3431.747776723982,2797737,13.537293552096443,3786.341833496094
2025-03-05,3503.9091796875,3556.5609685813047,3478.0278844831014,3478.0278844831014,2501894,16.02899275181204,3758.6823852539064
2025-03-06,3557.795654296875,3565.550034007974,3493.092297722642,3513.738005107593,2786513,24.619552489314785,3734.5050537109373
2025-03-07,3567.27880859375,3580.9110146215976,3530.926339576579,3556.2150765897245,2051315,22.69928597487882,3711.214306640625
2025-03-10,3545.990966796875,3578.0464882486435,3539.0269050026495,3562.6361259918417,1004626,23.041355291185894,3689.4942260742187
2025-03-11,3531.815673828125,3545.1020407658093,3494.623445019518,3514.7260358188087,1995450,23.730159629602824,3666.6924682617187
2025-03-12,3463.555908203125,3525.8391128612507,3444.4413966520915,3521.640803348143,3174167,24.59779971923807,3644.1030883789062
2025-03-13,3468.34716796875,3481.4360158451636,3441.724993541169,3459.7035891824394,1693004,25.477512229715387,3622.4151245117187
